ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
NC	SS149_RE8_01_7478	411.02963	909.83435	847.5083	33.42904	336.8197	340.92953	518.25867	97.56774	824.25256	0	0	113.853355	908.738	0	192.9832	58.85499	378.33014	205.42389	0	0	0	145.85866	138.82718	65.12814	145.74493	0	263.47076	113.38821	73.715355	5.929023	0	319.4444	190.40553	291.02008	45.876736	0	99.0732	121.57509	38.581657	96.1894	9.827757	0	12.543151	0	384.0075	165.7316	17.125732	85.03384	13.736507	3.8583832	130.10704
NC	SS181_RH4_01_7516	603.4379	195.80508	738.09106	179.15727	133.85364	192.48315	1519.8153	217.69586	209.71623	0	0	0	2852.6257	0	170.86891	56.953453	783.71497	422.05185	380.48703	0	0	245.6886	788.6742	69.305626	178.80693	0	271.42154	125.276665	115.18748	239.97696	0	280.54596	0	489.92252	13.18458	131.89178	195.55551	67.825714	32.008606	211.28484	17.152306	0	0	0	162.772	126.76772	35.41584	72.02269	28.71526	0	130.57259
NC	SS418_RD10_01_7789	1486.9552	1263.0934	696.39844	989.45044	0	294.61887	1263.581	1075.5454	500.64462	0	0	0	3139.2417	0	496.87988	87.992386	1514.3606	627.8089	103.525505	0	0	0	309.2459	146.217	111.54788	176.20856	340.95026	450.55933	79.355194	20.196308	0	734.02814	92.61521	400.43796	3.972867	39.369766	219.54353	251.14175	58.24675	175.25624	38.771828	70.06681	87.602165	0	1042.5642	369.84998	40.603294	49.717472	42.698013	27.882725	473.6765
NC	SS151_RE10_01_7482	811.0604	235.88312	821.265	121.76859	303.04395	320.95285	655.60675	162.34709	297.9909	0	0	0	970.35114	3859.0913	139.03944	94.32827	362.9011	214.23662	0	0	0	137.58809	157.63365	26.389742	94.93507	0	361.29965	32.645714	201.40027	33.909485	220.53555	272.79395	1542.9589	307.2627	919.91956	0	46.654953	137.0302	49.594803	140.26039	41.221367	0	10.93483	0	257.61157	129.80237	25.241808	54.839325	28.727505	4.0624104	105.89119
NC	SS152_RE11_01_7483	216.49065	0	256.1576	70.06536	78.46591	280.78162	695.6992	111.67389	343.5703	0	0	0	164.48366	2677.1973	0	60.910004	92.20028	0	0	0	0	0	50.856762	22.971582	30.60261	0	163.5924	27.395464	121.29013	34.948193	55.5665	96.59515	105.969734	44.294125	69.60269	0	0	104.97358	48.09338	44.76602	3.567278	0	0	0	171.81584	61.912758	7.2986455	63.238235	13.261686	0	98.77933
NC	SS195_RA9_01_7537	320.91727	270.15643	401.81012	131.30954	591.8304	174.23724	671.34576	180.96222	529.65564	0	0	0	4555.695	0	279.40494	107.50341	1358.8647	803.1671	615.78076	0	0	0	933.9702	37.71554	94.091965	0	686.6245	181.33987	35.50376	29.650108	132.45547	241.14955	68.05463	497.05704	91.100586	110.02528	133.98102	296.35898	30.493338	633.3404	16.638342	28.726637	37.29603	0	128.70972	104.76204	27.717686	47.575195	29.91992	10.907154	189.49982
NC	SS196_RA10_01_7538	237.86595	65.83563	386.92065	242.46892	196.16403	286.24493	856.8654	158.4146	263.65988	0	0	0	2241.9548	0	160.7733	76.8465	609.4984	287.29587	306.19406	0	76.33099	145.38483	526.3011	24.15088	57.0662	0	283.86734	60.963	398.74756	459.0788	43.35673	178.04584	137.0854	315.67532	33.81182	37.84043	74.223236	47.754635	55.24397	263.0714	10.011101	0	0	0	80.02626	72.619156	3.1108003	151.91425	12.275273	2.9929981	126.50923
NC	SS148_RE7_01_7476	606.7258	954.9246	1719.0017	95.62578	1338.3555	339.7473	333.03128	105.9688	485.41385	0	0	163.29495	1296.9536	0	240.88812	87.624245	569.64276	316.47134	69.373505	0	0	141.62444	188.52545	94.54029	188.28537	135.23119	249.80482	151.31314	123.57218	26.764477	138.04346	454.0951	191.96095	541.1699	34.75735	56.47826	102.81834	110.607864	56.526497	117.134224	19.09001	0	25.123169	0	442.07535	214.59657	17.516766	40.64575	35.143417	2.7613144	139.51233
NC	SS58_RE10_01_7370	48.863533	216.21432	28.567316	47.45658	33.97309	154.51054	124.812454	0	304.14212	0	0	0	86.052956	0	0	10.853505	39.76822	0	0	0	0	0	16.675308	0	0	0	17.531025	11.914411	13.1843	0	0	23.874071	0	3.3411522	0	0	0	14.221535	0	29.995153	0	0	0	0	0	3.476276	0	4.6930504	0	0	5.7986007
NC	SS90_RH6_01_7407	324.13687	1050.2612	1148.453	30.900948	328.58716	407.03644	349.07562	0	536.71924	0	0	95.2793	772.1025	0	200.10959	149.34671	354.46112	148.81886	0	0	0	0	136.7387	19.325132	10.19181	0	133.69553	126.67819	85.60484	0	131.23187	113.52696	0	27.86177	8.869545	0	0	75.749146	35.130966	286.2684	3.6497498	0	34.585415	0	147.54626	44.765972	12.19591	28.94767	0	2.6680984	128.00911
NC	SS63_RF3_01_7376	554.6198	128.33525	409.51538	135.3277	64.186035	283.24194	475.81897	91.74785	330.746	0	0	0	78.66029	0	0	41.498493	43.090813	0	0	0	54.951424	197.24774	291.73358	26.183435	19.128183	0	58.36277	15.547796	438.8272	295.2479	0	38.318077	0	24.938354	0	0	0	47.968315	39.309834	71.01307	6.5042067	0	0	0	81.543045	18.543636	2.729988	25.317787	9.088143	0	62.176243
NC	SS318_RD3_01_7675	502.94675	149.04764	200.70576	0	72.35109	208.33748	120.43958	66.68713	443.6452	0	0	186.4673	2620.154	0	314.81134	91.191345	1171.7695	547.2595	0	0	0	0	50.845165	21.54269	5.3970566	0	214.37596	316.0082	33.238068	2.7362466	86.13601	201.09236	53.43163	44.851654	0	0	0	130.17238	24.31135	340.9655	3.1542778	0	79.86456	0	300.24384	90.71633	14.626841	76.71646	9.714609	0	284.09094
NC	SS55_RE7_01_7367	407.8927	319.18478	1096.2886	69.10735	132.10884	125.25697	1263.871	87.523895	349.66135	0	0	0	372.89355	0	80.43859	34.219597	163.8054	78.620865	0	0	0	289.26157	228.00192	25.859838	50.63631	0	69.071655	79.9969	335.3764	367.20615	61.448235	131.75302	0	188.82297	0	0	50.829807	29.283646	29.283646	68.651955	30.31758	0	0	0	252.0176	68.56871	7.895715	84.869804	32.24038	0	83.62947
NC	SS72_RF12_01_7386	64.49861	133.78537	226.30928	31.251368	9.496035	114.2279	259.09198	0	150.33527	0	0	0	45.10409	0	0	4.6549683	9.677578	0	0	0	0	0	35.182346	0	0	0	38.57912	0	40.078568	0	0	0	0	7.138863	0	0	0	12.177349	4.4084196	12.7227	0	0	0	0	0	0	0	3.4937625	0	0	13.252155
NC	SS56_RE8_01_7368	805.56323	336.5321	834.8567	105.70989	157.9101	160.11954	929.26135	58.437553	356.0525	0	0	0	186.68634	0	0	3.329102	71.36162	35.785103	0	0	0	535.58636	52.420696	10.957784	4.454793	0	69.27961	47.363914	379.36905	637.6984	0	40.82947	71.54806	22.955923	84.4656	0	0	28.082033	13.552536	11.526186	2.749484	0	0	0	108.66741	31.519102	7.538971	16.16144	8.691042	15.681671	38.510517
NC	SS329_RE2_01_7687	99.15398	303.5244	31.449474	0	69.130165	279.27954	204.46083	0	379.10458	0	0	0	777.416	0	75.242065	35.19586	326.45364	142.74112	0	0	0	0	32.48438	12.2133465	36.016937	0	96.62719	67.328804	22.561893	0	153.54068	67.60803	0	22.776796	0	0	0	44.889717	24.488073	127.124504	2.5702372	0	31.07216	0	118.05431	33.54836	14.1656475	48.418922	7.9619718	0	148.14255
NC	SS331_RE4_01_7689	226.72928	307.0851	25.306816	0	80.41738	138.92484	0	0	426.50668	0	0	94.55975	935.7018	0	156.1727	68.23004	426.8402	207.4854	0	0	0	0	54.140697	15.42417	30.550402	0	135.53581	100.78963	53.931324	31.992682	65.725296	190.62822	0	131.79501	0	0	87.79834	97.79136	20.901764	219.34068	7.48575	0	108.29748	0	352.532	126.03751	27.344269	100.615395	17.692867	0	245.6225
NC	SS71_RF11_01_7385	66.17824	62.39068	75.79855	0	4.4306293	293.29074	277.9995	0	219.82077	0	0	0	0	0	0	3.4298682	0	0	0	0	0	0	23.107721	0	0	0	33.997623	0	28.213192	0	0	0	0	0	0	0	0	15.782855	15.782855	45.166054	0	0	0	0	0	0	0	2.9693851	0	0	5.045659
NC	SS328_RE1_01_7686	526.31604	543.38885	45.1769	200.09691	54.51855	317.53873	237.36641	123.51494	225.80533	0	0	115.43655	1134.3698	0	188.88446	94.8823	577.1478	306.43573	0	0	0	0	49.91066	21.350647	16.852402	0	132.85413	141.79561	60.18566	23.955404	0	282.53662	0	51.4712	0	0	0	79.54382	45.48297	253.98668	8.015523	0	41.34242	0	374.96445	119.45355	23.311855	68.48684	10.878708	8.56447	221.22173
NC	SS320_RD5_01_7677	239.78667	36.96231	247.13342	0	185.45622	91.14894	227.41896	0	523.23944	0	0	203.28825	1827.6729	0	237.11006	42.48371	775.6652	348.40222	0	0	0	0	32.147247	16.512428	4.9206734	0	221.16605	212.03467	26.162289	9.367309	74.34207	239.86122	0	27.909681	0	0	0	93.174065	45.737022	225.0904	0	0	91.88677	0	146.0629	34.183907	14.665706	60.919083	3.901926	0	249.51599
NC	SS62_RF2_01_7375	560.61896	231.77725	310.70523	133.65976	69.7047	233.53958	386.83603	111.98526	146.87962	0	81.15009	0	71.33807	0	0	31.872162	42.76653	0	0	0	0	0	42.29545	5.7425394	6.595995	0	34.40599	4.0292673	149.77957	39.86702	0	27.124718	0	12.673501	0	0	0	43.357162	17.755123	71.65135	0	0	0	0	54.2784	13.134369	0	17.674284	0	8.239624	65.907974
NC	SS61_RF1_01_7374	233.13147	119.262474	300.84677	30.70992	19.514944	147.9251	346.013	64.227936	150.95444	0	0	0	90.47275	0	0	24.955769	61.741177	0	0	0	0	0	70.38059	9.966248	4.6603456	0	79.949615	11.891167	148.72006	54.785866	0	43.05246	0	21.090393	0	0	0	53.410217	41.580154	32.092285	2.5649786	0	8.193333	0	105.54558	26.593697	5.877907	24.479685	7.036323	0	86.76141
NC	SS322_RD7_01_7679	376.874	332.61642	123.20799	344.4743	253.45424	231.7485	308.7517	114.526596	362.50955	0	0	199.44873	1603.4113	0	199.007	52.791946	696.62665	276.20288	0	0	0	180.33598	98.237	30.233906	24.314816	0	248.54666	187.21387	53.086514	57.41005	61.910194	338.79266	0	82.831085	0	0	49.514694	147.94183	35.811577	256.26932	7.567595	0	43.78746	0	281.47202	60.34606	21.153933	83.13439	28.651161	2.873026	248.98996
NC	SS324_RD9_01_7681	809.376	525.1574	823.16626	118.54341	97.762505	504.0737	1251.3878	195.92531	246.78781	0	162.56651	0	1834.5295	0	298.64722	47.28455	941.7839	533.4264	0	0	0	0	103.53176	44.086555	102.69591	97.08297	289.77713	303.93002	123.445755	5.312952	0	298.5536	3718.7024	351.74942	2264.856	0	56.77247	118.55983	7.5300417	75.91629	58.751743	0	0	0	357.11563	124.60761	22.736774	65.72784	23.342028	0	120.220634
NC	SS59_RE11_01_7371	508.0004	168.36484	39.81316	25.045603	4.9593897	100.09156	127.40185	0	329.08844	0	0	0	1570.3448	0	78.04088	68.825455	451.91672	333.85748	0	0	0	0	174.61049	14.288772	8.896536	0	158.1692	86.78318	60.000874	0	0	36.31827	0	55.731117	0	31.162909	39.44763	58.14327	17.728844	190.06473	3.3753862	0	0	0	39.835594	16.618996	3.8713017	29.473644	2.547989	2.5024424	58.266357
NC	SS327_RD12_01_7684	1045.4244	628.5942	471.93243	0	0	259.66516	222.97238	0	218.81392	0	0	0	758.4189	0	102.295456	35.70323	354.9798	151.9254	0	0	0	0	41.317444	24.254044	7.801202	0	216.82845	77.24798	65.892876	0	0	305.40857	0	59.41038	0	0	0	85.685684	3.6715543	33.082794	3.022263	0	47.470066	0	191.99828	28.77641	19.04537	83.30849	3.771698	0	220.84352
NC	SS89_RH5_01_7406	282.87555	979.2408	1381.6282	50.478943	251.00262	187.46022	298.41022	75.95076	567.53937	0	0	111.07083	936.24634	0	255.09164	60.792397	441.99	199.30388	0	0	0	0	97.586235	29.019663	8.925062	59.99531	75.51474	130.06381	53.43911	0	237.20308	109.68626	0	29.487879	0	0	0	37.750034	37.750034	259.03625	2.6183853	0	43.084923	0	229.34409	44.614594	3.6946807	46.661587	3.7281532	0	165.04358
NC	SS323_RD8_01_7680	673.4918	720.38275	584.0266	210.51666	47.999523	568.18365	354.18875	82.231476	277.60657	0	0	171.04088	1134.9976	0	130.87112	22.990154	556.818	331.5377	0	0	0	0	15.66443	24.428585	23.364733	0	215.33301	158.27943	148.43752	0	0	88.731064	1142.215	61.422493	346.44635	0	0	61.223114	7.9979196	53.580006	9.307836	0	27.502268	0	166.21223	26.333836	13.104624	59.480495	4.071121	0	96.593094
NC	SS88_RH4_01_7405	429.2929	94.96483	73.91218	0	8.128693	64.409225	50.54473	0	204.71442	0	0	0	1244.68	0	74.73059	48.621113	397.4054	240.67427	65.169754	0	0	0	162.12012	7.9326677	32.975883	0	102.14436	53.78739	31.793278	0	51.121735	26.562254	0	47.264397	0	35.61569	37.087322	38.517654	19.995247	143.12779	0	0	0	0	48.06288	21.896616	11.871796	21.246656	2.6305532	0	68.18725
NC	SS321_RD6_01_7678	62.02392	135.98363	24.640812	0	72.195946	39.797874	0	0	132.34288	0	0	0	465.51453	0	0	8.207868	183.89714	100.15529	0	0	0	0	10.663832	0	0	0	55.480602	58.230564	13.617411	0	206.9216	26.55741	0	3.6334038	0	0	0	19.686245	2.8261983	60.63725	0	0	0	0	57.98607	8.256979	0	8.31154	0	0	63.01945
NC	SS84_RG12_01_7399	87.25878	321.96094	734.34546	309.93103	74.00528	377.4018	543.98303	82.75237	385.7126	0	61.485943	71.53064	234.10619	0	0	25.103333	65.288475	0	0	0	88.95819	297.2293	87.27232	13.822723	9.449414	0	92.69301	8.364925	728.65546	318.25778	84.04894	53.96387	0	28.515797	0	0	0	25.527746	30.07252	64.54464	8.566805	0	8.816657	0	93.06395	13.914993	5.395369	33.338562	2.6231918	0	60.710045
NC	SS73_RG1_01_7388	161.00497	60.90711	105.59174	0	17.7876	80.023346	95.13095	0	366.04767	0	0	105.70357	325.20074	0	97.40541	99.21998	145.91539	72.594185	0	0	0	0	264.69998	28.130825	9.373758	0	192.66551	69.43848	33.522964	0	47.07083	116.900185	27.07236	35.173443	0	0	0	91.57091	41.450966	90.2576	6.708852	0	26.035172	0	249.33736	63.0184	10.7196045	59.18294	6.675891	2.528162	189.74127
NC	SS106_RB1_01_7431	291.96384	308.24207	253.05794	0	106.835464	91.895615	126.57051	0	169.9768	0	0	0	223.32727	0	0	2.6486337	82.21493	76.18688	0	0	0	0	21.151062	3.45078	3.83143	0	58.088856	11.281314	11.610411	0	0	0	0	10.223775	2.5480556	0	0	12.0784645	2.9004214	6.348301	0	0	0	0	0	3.4792814	0	2.492344	0	0	7.7956305
NC	SS86_RH2_01_7403	20.79549	122.665215	152.067	131.6091	16.802118	461.7601	399.2542	51.586433	285.37747	0	0	0	0	0	0	2.5309489	2.8755875	0	0	0	0	0	16.187044	0	0	0	27.120724	0	161.03249	89.16627	0	0	0	0	0	0	0	10.792108	0	9.503319	0	0	0	0	0	0	0	0	0	0	4.0149975
NC	SS53_RE5_01_7365	1309.339	426.15314	1498.9702	45.461166	117.76892	260.20074	782.95935	66.23439	309.50073	0	0	0	3546.5605	0	1456.5747	658.31335	2733.1238	1363.0171	0	1571.3961	0	0	958.245	125.00269	353.37576	529.3787	270.80267	911.2587	28.075552	67.40403	0	423.87323	161.78583	1156.5494	403.25494	238.1289	221.61104	82.70169	51.34362	223.67175	100.90509	54.50772	148.97923	0	388.15335	511.36362	81.96239	119.44345	17.739819	3.112268	352.57843
NC	SS70_RF10_01_7384	73.565506	50.279747	70.72026	35.993176	0	120.94426	333.80606	0	229.42572	0	0	0	0	0	0	5.9210467	8.60121	0	0	0	0	0	23.164688	0	0	0	37.033375	0	72.172035	0	0	0	0	0	0	0	0	26.50681	26.50681	91.13238	0	0	0	0	0	5.786936	0	8.395988	0	0	7.497128
NC	SS330_RE3_01_7688	243.40353	866.17944	5.435099	0	21.549877	292.23907	143.04613	0	168.52666	0	0	0	396.8619	0	0	18.473124	164.63638	72.4202	0	0	0	0	8.393307	3.0143003	2.7976475	0	65.40083	32.535057	27.00418	0	135.40259	34.07669	0	20.987833	0	0	0	37.510735	3.5094097	125.598015	2.5931106	0	0	0	62.457962	17.825365	2.658372	18.559387	0	0	87.20343
NC	SS105_RA12_01_7429	0	0	0	0	0	2.5070014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC	SS326_RD11_01_7683	456.68674	479.0744	22.124235	28.664865	0	246.23602	0	0	186.3276	0	0	0	193.44843	0	0	2.9288437	58.9398	0	0	0	0	0	0	2.5046797	0	0	42.67106	8.406836	38.26683	0	0	0	0	0	0	0	0	19.31786	2.9248133	3.1952083	0	0	0	0	0	6.8347898	0	6.80914	0	0	17.912561
NC	SS87_RH3_01_7404	197.79599	324.98846	53.108173	46.21566	15.951853	76.09509	430.00308	0	245.11855	0	0	69.05109	241.50314	709.9839	0	3.6185105	69.28404	0	0	0	0	111.05631	82.75145	0	5.8281307	0	45.573853	3.9093947	229.72815	119.64154	37.373188	0	0	26.594324	0	0	0	27.454472	19.612476	59.101055	0	0	0	0	22.850834	4.11329	0	11.502009	0	0	20.3796
NC	SS60_RE12_01_7372	209.94861	146.393	297.52646	92.685555	8.453081	155.63344	411.68472	59.648758	225.01074	0	0	0	59.87969	0	0	34.566452	40.344658	0	0	0	0	125.29638	57.365494	13.6464	2.922203	0	84.89726	7.5778885	318.08972	179.28482	0	52.21671	0	12.787786	0	0	0	49.12045	22.550346	19.192823	0	0	0	0	145.09448	30.738865	2.5217404	40.357555	10.194964	3.5524178	80.96711
NC	SS69_RF9_01_7382	636.7176	30.90362	335.58917	28.144361	13.817177	87.73669	419.72568	0	158.93973	0	0	0	57.910473	0	0	14.2860775	13.044052	0	0	0	0	0	35.60589	0	5.684083	0	83.27126	0	45.025272	0	0	0	0	6.490575	0	0	0	18.010235	28.306726	95.42795	0	0	0	0	31.478874	8.193304	7.065184	8.237762	2.7362823	0	17.914682
NC	SS319_RD4_01_7676	225.18713	31.38919	130.79568	116.921555	196.8252	52.5838	166.80482	0	317.87012	0	0	107.81302	1604.4661	0	180.10846	48.535225	699.1531	340.823	0	0	0	0	42.287422	23.269157	17.58405	0	125.63056	198.19984	42.55148	2.608555	83.63324	138.98305	0	40.775043	2.815888	0	0	57.801586	10.334792	156.93344	12.164076	0	95.28691	0	160.47777	46.776146	14.8909445	46.455685	11.964203	0	188.29741
NC	SS74_RG2_01_7389	296.2378	67.12558	175.9846	334.08575	43.461327	136.50803	129.20094	164.41437	443.60287	0	0	0	262.31714	0	0	64.990204	79.26274	53.50248	0	0	0	0	87.65311	13.84303	13.152262	0	98.60284	25.850079	45.906223	0	0	65.093765	0	25.962532	0	0	0	63.143467	19.528135	54.395332	2.5914984	0	23.026638	0	85.73416	36.54933	4.442875	25.917526	6.967619	0	54.317703
NC	SS419_RD11_01_7790	1404.341	1621.0778	849.7726	996.11597	3.181306	603.92596	1270.2776	921.7083	737.7933	0	0	0	2803.5981	0	411.32953	57.703297	1238.7585	491.6085	0	0	0	124.82187	275.343	151.72348	66.56351	105.39499	374.9531	344.85568	94.21467	28.328678	0	709.0779	51.231937	398.30453	3.0798006	45.748695	177.05927	294.5827	106.437935	217.4928	42.041553	55.311348	47.070732	0	806.83984	277.87817	38.747032	109.34556	14.611564	4.595229	315.02628
