Taxa_NCBI	superkingdom	kingdom	clade	phylum	class	order	family	genus	species	strain
2160	Archaea		Methanomada group	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		
2	Bacteria									
1938	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes	
84112	Bacteria		Terrabacteria group	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	
104087	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas frederiksbergensis	
1931	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp.	
349741	Bacteria		PVC group	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835
1498	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya	Hathewaya histolytica	
1796621	Bacteria		Terrabacteria group	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium sordellii	
853	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii	
1117	Bacteria		Cyanobacteriota/Melainabacteria group	Cyanobacteriota						
122355	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas psychrophila	
1883	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
1813	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis		
1079985	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces chartreusis	Streptomyces chartreusis NRRL 3882
457425	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus J1074
1896961	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. AA4	
1081613	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus subsp. albus DSM 41398
1280	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	
1396	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	
985078	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans	Burkholderia multivorans CF2
32008	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		
395019	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans	Burkholderia multivorans ATCC 17616
1423	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	
562	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	
350701	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	Burkholderia dolosa AU0158
573	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	
997888	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	Bacteroides finegoldii CL09T03C10
271848	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	Burkholderia thailandensis E264
742740	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	[Clostridium] symbiosum WAL-14163
665944	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp. 4_1_44FAA	
546	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	
1285934	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. DNF00912	
53345	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans	
742739	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	Clostridium perfringens WAL-14572
1073355	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	Clostridium cadaveris CC40_001C
1872530	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes sp.	
936562	Bacteria			Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM21	
596317	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	Staphylococcus epidermidis SK135
985079	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans	Burkholderia multivorans ATCC BAA-247
765080	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	Cutibacterium acnes HL110PA4
1161416	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. SR1	
559301	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri MV-22
1073357	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	Clostridium cadaveris CC88A
997874	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	Bacteroides cellulosilyticus CL02T12C19
525341	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	Limosilactobacillus reuteri CF48-3A
37734	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	
562973	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus	Actinomyces viscosus C505
1134827	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium ERV99
469588	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_22	
1088720	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	Lacticaseibacillus rhamnosus ATCC 8530
596326	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii 208-1
1357382	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	Bifidobacterium angulatum F16_22
1884818	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp.	
1579	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	
1590	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	
287	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
850	Bacteria			Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum	
316435	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli Nissle 1917
457404	Bacteria			Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	Fusobacterium ulcerans 12-1B
1760	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes					
1761905	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. ok210	
2135728	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. OK269	
226	Bacteria			Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas		
1893	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces atratus	
2512156	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. BK038	
2512123	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. BK022	
201174	Bacteria		Terrabacteria group	Actinomycetota						
2746	Bacteria			Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas elongata	
985075	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	Burkholderia cenocepacia K56-2Sokol
216591	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	Burkholderia cenocepacia J2315
286	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
95486	Bacteria			Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	
587753	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	
1005443	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli 0.1197
629742	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	Staphylococcus hominis SK119
239935	Bacteria		PVC group	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	
216816	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	
575607	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii SJ-7A-US
569	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	
550	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	
1354	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	
1283	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	
1352	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	
435842	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. C150	
1351	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	
54291	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	
1282	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	
936556	Bacteria		Terrabacteria group	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae		Peptostreptococcaceae bacterium AS15	
1401076	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	Megasphaera micronuciformis DNF00954
411481	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	Bifidobacterium adolescentis L2-32
742731	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster aldenensis	[Clostridium] aldenense WAL-18727
742736	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	[Clostridium] clostridioforme WAL-7855
1271	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp.	
33959	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	
821	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	
435830	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	Actinomyces graevenitzii C83
187327	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	
765112	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	Cutibacterium acnes HL027PA2
596322	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	Streptococcus salivarius SK126
1073356	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	Clostridium cadaveris CC44_001G
1270	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	
742737	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella hathewayi	Hungatella hathewayi WAL-18680
997873	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	Bacteroides caccae CL03T12C61
29387	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp.	
1924944	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp.	
1203578	Bacteria			Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HPB0071	
324831	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri ATCC 33323 = JCM 1131
742735	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	[Clostridium] clostridioforme 2_1_49FAA
571	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	
999419	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii	Parabacteroides johnsonii CL02T12C29
553212	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	Staphylococcus capitis SK14
1260	Bacteria		Terrabacteria group	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	
585501	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sinus	Oribacterium sinus F0268
936589	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. AS16	
749523	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium TX0133a04
858669	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri EX336960VC06
1750	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia propionica	
999414	Bacteria			Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis	Fusobacterium animalis F0419
1134822	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium ERV165
858672	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri EX336960VC13
858670	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri EX336960VC07
1261066	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	Gardnerella vaginalis JCP8108
997829	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. KLE 1280	
936580	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. CM6	
858668	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri EX336960VC03
742738	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	Flavonifractor plautii 1_3_50AFAA
702437	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia	Selenomonas noxia F0398
1261063	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella pickettii	Gardnerella pickettii JCP8017B
858667	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	Lactobacillus gasseri EX336960VC02
1390	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
221126	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter lectus	
454594	Bacteria			Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas citri	
49982	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina sp.	
1161409	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium sp. MSTE12	
1563158	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia endophytica	
665953	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	Bacteroides eggerthii 1_2_48FAA
997875	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	Phocaeicola dorei CL02T00C15
457387	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_30	
679191	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella amnii	Prevotella amnii CRIS 21A-A
1596	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	
457393	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 4_1_36	
1898207	Bacteria		Terrabacteria group	Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium	
858694	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	Bifidobacterium breve EX336960VC18
556260	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	Phocaeicola dorei 5_1_36/D4
997891	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	Phocaeicola vulgatus CL09T03C04
936576	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. ACS2	
904306	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	Streptococcus vestibularis F0396
1203540	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	Bifidobacterium breve HPH0326
858695	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	Bifidobacterium breve EX336960VC19
1401067	Bacteria		Terrabacteria group	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella montpellierensis	Veillonella montpellierensis DNF00314
999440	Bacteria			Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema denticola	Treponema denticola US-Trep
1161413	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. ACC21	
679202	Bacteria			Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia coli MS 85-1
1358	Bacteria		Terrabacteria group	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	
1073351	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	Bacteroides stercoris CC31F
29523	Bacteria		Bacteroidota/Chlorobiota group	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	
665952	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus smithii	Bacillus smithii 7_3_47FAA
596318	Bacteria			Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	Acinetobacter radioresistens SK82
1261061	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella pickettii	Gardnerella pickettii JCP7719
596309	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	Rhodococcus erythropolis SK121
1261059	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella pickettii	Gardnerella pickettii JCP7659
1292	Bacteria		Terrabacteria group	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	
411470	Bacteria		Terrabacteria group	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus	Mediterraneibacter gnavus ATCC 29149
765085	Bacteria		Terrabacteria group	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	Cutibacterium acnes HL038PA1
